Order_ID,Order_Date,Region,Country,Sales_Channel,Product_Model,Category,Gender,Shoe_Size,Color,Quantity,List_Price_USD,Discount_Percent,Unit_Selling_Price_USD,Revenue_USD,Estimated_Cost_USD,Profit_USD,Customer_Rating,Return_Flag,Payment_Method,Month,Month_Name,Quarter,Month_Year,Is_Returned
NK293,2025-07-17,Middle East & Africa,South Africa,Retail Store,Pegasus 41,Running,Unisex,5,Black,3,130,10,117.0,351.0,204.41,146.59,4.5,No,Credit Card,7,Jul,3,2025-07,False
NK294,2025-04-10,North America,Mexico,Online,Giannis Immortality 4,Basketball,Unisex,12,Grey,2,90,0,90.0,180.0,116.94,63.06,4.5,No,PayPal,4,Apr,2,2025-04,False
NK295,2025-08-27,North America,Canada,Online,Air Max 270,Lifestyle,Men,8,Grey,1,170,10,153.0,153.0,88.07,64.93,4.0,No,Debit Card,8,Aug,3,2025-08,False
NK296,2025-03-12,Asia-Pacific,South Korea,Wholesale,Air Max 270,Lifestyle,Women,13,Red,1,160,5,152.0,152.0,104.47,47.53,4.0,No,Credit Card,3,Mar,1,2025-03,False
NK297,2025-12-16,Asia-Pacific,Japan,Online,Air Max 270,Lifestyle,Men,11,Green,3,160,10,144.0,432.0,281.5,150.5,4.0,No,UPI,12,Dec,4,2025-12,False
NK298,2025-11-19,Europe,Germany,Online,Structure 25,Running,Unisex,8,Blue,1,140,10,126.0,126.0,66.51,59.49,4.0,No,Credit Card,11,Nov,4,2025-11,False
NK299,2025-09-08,Latin America,Argentina,Online,Vomero 18,Running,Women,11,Green,2,150,5,142.5,285.0,163.36,121.64,4.5,No,Credit Card,9,Sep,3,2025-09,False
NK300,2025-01-30,North America,USA,Online,Metcon 10,Training,Men,13,White,1,160,5,152.0,152.0,95.65,56.35,5.0,No,Credit Card,1,Jan,1,2025-01,False
NK301,2025-04-09,Europe,France,Online,Free Metcon 6,Training,Unisex,11,Black,2,120,10,108.0,216.0,119.36,96.64,4.0,No,PayPal,4,Apr,2,2025-04,False
NK302,2025-07-06,North America,Canada,Wholesale,Giannis Immortality 4,Basketball,Women,8,Green,1,90,0,90.0,90.0,53.87,36.13,4.5,No,Credit Card,7,Jul,3,2025-07,False
NK303,2025-02-12,Asia-Pacific,India,Online,LeBron 22,Basketball,Men,8,Grey,1,220,0,220.0,220.0,132.46,87.54,4.0,No,Credit Card,2,Feb,1,2025-02,False
NK304,2025-03-12,Europe,Spain,Retail Store,Dunk Low,Lifestyle,Women,7,Blue,1,125,5,118.75,118.75,69.63,49.12,4.5,No,UPI,3,Mar,1,2025-03,False
NK305,2025-11-15,Asia-Pacific,South Korea,Online,Sabrina 3,Basketball,Men,6,Grey,1,130,20,104.0,104.0,69.35,34.65,5.0,No,UPI,11,Nov,4,2025-11,False
NK306,2025-11-25,Asia-Pacific,Australia,Online,Air Force 1,Lifestyle,Men,13,Blue,1,140,25,105.0,105.0,61.68,43.32,4.5,No,UPI,11,Nov,4,2025-11,False
NK307,2025-10-17,North America,USA,Wholesale,Air Max 270,Lifestyle,Men,11,Blue,2,160,5,152.0,304.0,174.54,129.46,5.0,No,UPI,10,Oct,4,2025-10,False
NK308,2025-05-18,Asia-Pacific,Japan,Retail Store,Air Force 1,Lifestyle,Women,11,Grey,2,120,25,90.0,180.0,109.24,70.76,4.5,No,Credit Card,5,May,2,2025-05,False
NK309,2025-12-14,Asia-Pacific,India,Retail Store,LeBron 22,Basketball,Women,11,White,1,200,10,180.0,180.0,110.55,69.45,4.5,No,Debit Card,12,Dec,4,2025-12,False
NK310,2025-07-14,North America,Canada,Wholesale,Air Force 1,Lifestyle,Unisex,5,White,1,120,25,90.0,0.0,0.0,0.0,4.5,Yes,Debit Card,7,Jul,3,2025-07,True
NK311,2025-12-27,North America,Canada,Online,Vomero 18,Running,Men,10,Black,1,160,15,136.0,136.0,87.73,48.27,5.0,No,Credit Card,12,Dec,4,2025-12,False
NK312,2025-07-20,Middle East & Africa,Saudi Arabia,Online,Metcon 10,Training,Men,8,Blue,1,140,20,112.0,112.0,68.66,43.34,5.0,No,UPI,7,Jul,3,2025-07,False
NK313,2025-06-05,North America,USA,Online,Dunk Low,Lifestyle,Men,9,White,1,115,25,86.25,86.25,60.21,26.04,4.0,No,UPI,6,Jun,2,2025-06,False
NK314,2025-12-22,Europe,UK,Online,Free Metcon 6,Training,Unisex,8,White,2,130,25,97.5,195.0,132.01,62.99,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK315,2025-07-25,North America,Canada,Retail Store,Sabrina 3,Basketball,Unisex,11,Green,1,130,5,123.5,123.5,75.15,48.35,4.0,No,Credit Card,7,Jul,3,2025-07,False
NK316,2025-04-14,North America,Mexico,Online,Cortez,Lifestyle,Unisex,9,Red,1,100,10,90.0,90.0,54.04,35.96,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK317,2025-11-22,North America,Mexico,Retail Store,Vomero 18,Running,Men,9,Blue,1,170,25,127.5,127.5,79.42,48.08,4.0,No,Debit Card,11,Nov,4,2025-11,False
NK318,2025-02-23,North America,Canada,Online,Air Max 90,Lifestyle,Unisex,7,Black,4,130,15,110.5,442.0,265.62,176.38,4.0,No,Debit Card,2,Feb,1,2025-02,False
NK319,2025-07-07,Europe,France,Retail Store,Air Max 90,Lifestyle,Men,8,Grey,2,150,10,135.0,270.0,160.09,109.91,4.0,No,UPI,7,Jul,3,2025-07,False
NK320,2025-02-21,Europe,Spain,Retail Store,Air Force 1,Lifestyle,Men,12,Blue,2,130,15,110.5,221.0,148.84,72.16,4.5,No,Debit Card,2,Feb,1,2025-02,False
NK321,2025-09-25,Europe,France,Retail Store,Air Force 1,Lifestyle,Unisex,10,White,2,120,15,102.0,204.0,140.04,63.96,4.5,No,UPI,9,Sep,3,2025-09,False
NK322,2025-09-20,Asia-Pacific,Australia,Wholesale,KD 18,Basketball,Unisex,10,Green,2,160,20,128.0,256.0,162.98,93.02,4.5,No,PayPal,9,Sep,3,2025-09,False
NK323,2025-04-26,North America,Canada,Retail Store,Pegasus 41,Running,Unisex,11,Green,2,130,25,97.5,195.0,113.22,81.78,4.0,No,Debit Card,4,Apr,2,2025-04,False
NK324,2025-01-29,North America,Mexico,Online,Metcon 10,Training,Men,7,Green,1,150,10,135.0,135.0,92.23,42.77,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK325,2025-02-16,Europe,Spain,Online,KD 18,Basketball,Women,10,Black,1,180,20,144.0,144.0,86.03,57.97,5.0,No,UPI,2,Feb,1,2025-02,False
NK326,2025-11-04,North America,USA,Online,Air Max 270,Lifestyle,Men,6,Blue,1,150,10,135.0,135.0,81.04,53.96,4.5,No,Credit Card,11,Nov,4,2025-11,False
NK327,2025-10-19,North America,Canada,Retail Store,Free Metcon 6,Training,Women,13,White,1,130,20,104.0,104.0,61.27,42.73,4.0,No,PayPal,10,Oct,4,2025-10,False
NK328,2025-02-08,North America,USA,Retail Store,Air Force 1,Lifestyle,Men,6,Blue,1,120,10,108.0,108.0,63.05,44.95,5.0,No,Debit Card,2,Feb,1,2025-02,False
NK329,2025-03-31,North America,USA,Online,Free Metcon 6,Training,Women,12,Green,4,120,5,114.0,0.0,0.0,0.0,4.5,Yes,Debit Card,3,Mar,1,2025-03,True
NK330,2025-09-03,Middle East & Africa,UAE,Online,KD 18,Basketball,Men,9,White,2,150,0,150.0,300.0,193.08,106.92,4.5,No,Debit Card,9,Sep,3,2025-09,False
NK331,2025-04-05,North America,Canada,Online,Vomero 18,Running,Men,8,Black,1,160,5,152.0,152.0,92.49,59.51,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK332,2025-12-17,Latin America,Argentina,Online,Air Max 270,Lifestyle,Men,7,Black,1,150,10,135.0,135.0,76.88,58.12,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK333,2025-05-03,Asia-Pacific,Australia,Online,Pegasus 41,Running,Men,7,Green,2,140,5,133.0,266.0,142.58,123.42,4.5,No,PayPal,5,May,2,2025-05,False
NK334,2025-02-14,Europe,Spain,Wholesale,Sabrina 3,Basketball,Men,9,Black,1,130,0,130.0,130.0,69.21,60.79,5.0,No,UPI,2,Feb,1,2025-02,False
NK335,2025-07-19,North America,USA,Online,Air Max 270,Lifestyle,Men,5,Blue,1,170,10,153.0,153.0,97.59,55.41,4.0,No,Debit Card,7,Jul,3,2025-07,False
NK336,2025-05-21,North America,Mexico,Retail Store,Metcon 10,Training,Men,13,Blue,3,170,15,144.5,433.5,237.78,195.72,4.5,No,Debit Card,5,May,2,2025-05,False
NK337,2025-11-19,Europe,Germany,Retail Store,Cortez,Lifestyle,Women,11,Green,1,100,5,95.0,95.0,51.27,43.73,4.5,No,Credit Card,11,Nov,4,2025-11,False
NK338,2025-03-17,North America,Mexico,Online,Dunk Low,Lifestyle,Women,11,Red,1,125,10,112.5,112.5,65.97,46.53,5.0,No,Credit Card,3,Mar,1,2025-03,False
NK339,2025-08-02,Latin America,Chile,Online,Free Metcon 6,Training,Men,11,Blue,2,130,10,117.0,234.0,156.3,77.7,4.5,No,UPI,8,Aug,3,2025-08,False
NK340,2025-06-17,Europe,Spain,Retail Store,Air Force 1,Lifestyle,Women,10,Blue,2,140,0,140.0,280.0,153.44,126.56,4.5,No,Debit Card,6,Jun,2,2025-06,False
NK341,2025-03-06,North America,Canada,Online,KD 18,Basketball,Women,11,Green,3,180,20,144.0,432.0,310.31,121.69,5.0,No,Credit Card,3,Mar,1,2025-03,False
NK342,2025-06-17,North America,Mexico,Online,Cortez,Lifestyle,Women,8,Red,1,100,10,90.0,90.0,60.16,29.84,4.0,No,UPI,6,Jun,2,2025-06,False
NK343,2025-04-27,Europe,Italy,Retail Store,Sabrina 3,Basketball,Women,13,White,1,140,10,126.0,126.0,72.11,53.89,3.5,No,Debit Card,4,Apr,2,2025-04,False
NK344,2025-12-21,North America,USA,Online,Metcon 10,Training,Women,5,Blue,3,150,10,135.0,405.0,224.73,180.27,4.5,No,Debit Card,12,Dec,4,2025-12,False
NK345,2025-08-14,Asia-Pacific,Singapore,Retail Store,KD 18,Basketball,Women,10,Red,1,150,20,120.0,120.0,83.78,36.22,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK346,2025-05-02,North America,Canada,Retail Store,Air Max 90,Lifestyle,Men,11,White,1,130,5,123.5,123.5,78.74,44.76,5.0,No,UPI,5,May,2,2025-05,False
NK347,2025-04-19,North America,USA,Online,Air Max 270,Lifestyle,Men,7,Black,1,150,10,135.0,135.0,93.51,41.49,5.0,No,Debit Card,4,Apr,2,2025-04,False
NK348,2025-04-05,Latin America,Brazil,Retail Store,Dunk Low,Lifestyle,Men,13,Green,4,135,20,108.0,432.0,286.86,145.14,4.0,No,Credit Card,4,Apr,2,2025-04,False
NK349,2025-11-04,North America,Mexico,Online,Sabrina 3,Basketball,Men,11,Grey,1,140,15,119.0,119.0,79.92,39.08,5.0,No,Credit Card,11,Nov,4,2025-11,False
NK350,2025-06-02,Latin America,Brazil,Online,Air Force 1,Lifestyle,Women,11,Green,1,120,5,114.0,114.0,63.44,50.56,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK351,2025-11-14,Asia-Pacific,India,Online,LeBron 22,Basketball,Women,11,Red,1,200,5,190.0,190.0,118.69,71.31,5.0,No,Credit Card,11,Nov,4,2025-11,False
NK352,2025-03-13,Asia-Pacific,Japan,Online,Vomero 18,Running,Unisex,5,Grey,1,150,0,150.0,150.0,81.27,68.73,5.0,No,PayPal,3,Mar,1,2025-03,False
NK353,2025-12-03,North America,Canada,Retail Store,Air Max 270,Lifestyle,Women,7,Green,2,160,20,128.0,256.0,150.1,105.9,4.0,No,UPI,12,Dec,4,2025-12,False
NK354,2025-06-28,North America,Canada,Retail Store,Vomero 18,Running,Men,5,Grey,1,170,15,144.5,144.5,102.41,42.09,4.5,No,UPI,6,Jun,2,2025-06,False
NK355,2025-08-18,Asia-Pacific,South Korea,Online,Dunk Low,Lifestyle,Unisex,9,Black,2,135,0,135.0,270.0,166.08,103.92,4.0,No,UPI,8,Aug,3,2025-08,False
NK356,2025-04-09,North America,Canada,Retail Store,Metcon 10,Training,Women,5,Blue,3,160,25,120.0,360.0,254.44,105.56,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK357,2025-03-20,North America,Mexico,Retail Store,Air Max 270,Lifestyle,Unisex,6,Grey,2,180,5,171.0,342.0,193.78,148.22,4.0,No,Credit Card,3,Mar,1,2025-03,False
NK358,2025-07-11,North America,USA,Online,Air Max 90,Lifestyle,Men,10,White,1,130,10,117.0,117.0,64.76,52.24,3.5,No,UPI,7,Jul,3,2025-07,False
NK359,2025-05-02,Europe,UK,Online,Structure 25,Running,Men,11,White,1,150,15,127.5,127.5,87.22,40.28,5.0,No,UPI,5,May,2,2025-05,False
NK360,2025-11-03,Asia-Pacific,India,Retail Store,KD 18,Basketball,Women,13,White,1,170,5,161.5,0.0,0.0,0.0,3.5,Yes,PayPal,11,Nov,4,2025-11,True
NK361,2025-04-07,Asia-Pacific,India,Online,Vomero 18,Running,Women,6,Red,3,180,15,153.0,459.0,305.03,153.97,4.5,No,UPI,4,Apr,2,2025-04,False
NK362,2025-12-28,North America,USA,Online,Giannis Immortality 4,Basketball,Unisex,5,Grey,1,90,25,67.5,67.5,35.83,31.67,4.5,No,UPI,12,Dec,4,2025-12,False
NK363,2025-03-12,Latin America,Colombia,Online,Air Max 90,Lifestyle,Women,10,Green,1,130,0,130.0,130.0,68.58,61.42,5.0,No,PayPal,3,Mar,1,2025-03,False
NK364,2025-10-25,Latin America,Chile,Online,Air Max 90,Lifestyle,Men,8,Red,2,140,10,126.0,252.0,147.46,104.54,3.5,No,Credit Card,10,Oct,4,2025-10,False
NK365,2025-03-03,North America,Canada,Online,Air Max 90,Lifestyle,Unisex,7,Black,1,130,10,117.0,117.0,66.08,50.92,4.5,No,UPI,3,Mar,1,2025-03,False
NK366,2025-10-05,North America,Mexico,Retail Store,KD 18,Basketball,Men,6,Red,2,150,5,142.5,285.0,196.33,88.67,5.0,No,Credit Card,10,Oct,4,2025-10,False
NK367,2025-03-02,Europe,Germany,Retail Store,Pegasus 41,Running,Women,5,Black,2,140,10,126.0,252.0,138.05,113.95,5.0,No,PayPal,3,Mar,1,2025-03,False
NK368,2025-04-06,North America,Mexico,Retail Store,Pegasus 41,Running,Men,5,Grey,2,160,25,120.0,240.0,146.18,93.82,5.0,No,UPI,4,Apr,2,2025-04,False
NK369,2025-04-07,Asia-Pacific,Japan,Online,Metcon 10,Training,Men,5,Blue,2,160,5,152.0,304.0,171.49,132.51,4.0,No,Debit Card,4,Apr,2,2025-04,False
NK370,2025-11-30,Asia-Pacific,Singapore,Online,Metcon 10,Training,Women,11,Grey,4,150,0,150.0,600.0,357.79,242.21,4.0,No,PayPal,11,Nov,4,2025-11,False
NK371,2025-06-29,Asia-Pacific,Japan,Online,Invincible 3,Running,Women,8,Grey,2,180,20,144.0,288.0,182.12,105.88,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK372,2025-01-15,Middle East & Africa,Saudi Arabia,Retail Store,Free Metcon 6,Training,Men,6,White,2,130,10,117.0,234.0,154.26,79.74,4.0,No,Credit Card,1,Jan,1,2025-01,False
NK373,2025-03-15,Europe,UK,Retail Store,Invincible 3,Running,Men,10,Black,2,180,0,180.0,360.0,209.96,150.04,4.0,No,Credit Card,3,Mar,1,2025-03,False
NK374,2025-05-17,Europe,Italy,Wholesale,Structure 25,Running,Men,12,White,1,130,0,130.0,130.0,70.8,59.2,4.5,No,Debit Card,5,May,2,2025-05,False
NK375,2025-03-23,North America,USA,Online,Invincible 3,Running,Women,8,White,1,170,0,170.0,170.0,119.56,50.44,4.5,No,UPI,3,Mar,1,2025-03,False
NK376,2025-01-26,Latin America,Brazil,Retail Store,Cortez,Lifestyle,Men,5,White,1,100,10,90.0,90.0,60.19,29.81,5.0,No,Credit Card,1,Jan,1,2025-01,False
NK377,2025-02-18,Middle East & Africa,South Africa,Retail Store,Air Max 90,Lifestyle,Unisex,8,Grey,1,120,10,108.0,108.0,71.82,36.18,4.5,No,Credit Card,2,Feb,1,2025-02,False
NK378,2025-05-24,Latin America,Argentina,Retail Store,Dunk Low,Lifestyle,Women,10,Blue,1,145,10,130.5,130.5,69.49,61.01,4.0,No,UPI,5,May,2,2025-05,False
NK379,2025-03-09,North America,USA,Online,LeBron 22,Basketball,Women,5,Blue,1,190,15,161.5,161.5,90.96,70.54,5.0,No,Debit Card,3,Mar,1,2025-03,False
NK380,2025-08-22,North America,USA,Online,KD 18,Basketball,Men,5,Green,1,160,10,144.0,144.0,76.43,67.57,4.0,No,UPI,8,Aug,3,2025-08,False
NK381,2025-12-05,Asia-Pacific,Japan,Wholesale,Dunk Low,Lifestyle,Women,8,Green,2,125,15,106.25,212.5,128.28,84.22,4.0,No,UPI,12,Dec,4,2025-12,False
NK382,2025-10-31,Asia-Pacific,Australia,Retail Store,Vomero 18,Running,Men,7,White,2,160,5,152.0,304.0,163.44,140.56,4.5,No,UPI,10,Oct,4,2025-10,False
NK383,2025-11-24,Asia-Pacific,Japan,Retail Store,Metcon 10,Training,Women,11,Green,2,140,10,126.0,252.0,173.2,78.8,4.5,No,Credit Card,11,Nov,4,2025-11,False
NK384,2025-09-14,North America,Mexico,Retail Store,Invincible 3,Running,Men,9,Green,2,180,0,180.0,360.0,245.63,114.37,5.0,No,UPI,9,Sep,3,2025-09,False
NK385,2025-05-20,Middle East & Africa,UAE,Online,Air Force 1,Lifestyle,Men,9,Blue,1,120,0,120.0,120.0,74.09,45.91,4.0,No,UPI,5,May,2,2025-05,False
NK386,2025-05-29,Asia-Pacific,South Korea,Online,Structure 25,Running,Unisex,12,Black,1,150,10,135.0,135.0,77.67,57.33,4.0,No,UPI,5,May,2,2025-05,False
NK387,2025-08-30,Latin America,Argentina,Retail Store,Vomero 18,Running,Men,12,Grey,1,160,20,128.0,128.0,80.71,47.29,4.5,No,UPI,8,Aug,3,2025-08,False
NK388,2025-10-31,Europe,Germany,Online,KD 18,Basketball,Women,8,White,1,160,0,160.0,160.0,110.0,50.0,3.5,No,UPI,10,Oct,4,2025-10,False
NK389,2025-10-16,Latin America,Brazil,Online,LeBron 22,Basketball,Men,9,White,2,220,5,209.0,418.0,263.13,154.87,4.5,No,PayPal,10,Oct,4,2025-10,False
NK390,2025-06-26,Asia-Pacific,Australia,Retail Store,Sabrina 3,Basketball,Women,5,Grey,1,140,20,112.0,112.0,67.3,44.7,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK391,2025-10-07,Asia-Pacific,Japan,Online,Air Force 1,Lifestyle,Women,13,Grey,1,120,15,102.0,102.0,59.53,42.47,4.0,No,Credit Card,10,Oct,4,2025-10,False
NK392,2025-04-18,Europe,Italy,Retail Store,Air Force 1,Lifestyle,Unisex,6,Grey,2,120,0,120.0,240.0,168.3,71.7,4.5,No,PayPal,4,Apr,2,2025-04,False
NK393,2025-11-26,North America,USA,Online,Giannis Immortality 4,Basketball,Men,12,Blue,1,90,15,76.5,76.5,48.0,28.5,4.5,No,Credit Card,11,Nov,4,2025-11,False
NK394,2025-12-07,Asia-Pacific,Singapore,Online,Dunk Low,Lifestyle,Unisex,12,Grey,3,125,15,106.25,318.75,229.21,89.54,4.0,No,Credit Card,12,Dec,4,2025-12,False
NK395,2025-09-13,Middle East & Africa,Egypt,Online,Sabrina 3,Basketball,Women,9,Green,1,140,5,133.0,133.0,79.32,53.68,4.5,No,UPI,9,Sep,3,2025-09,False
NK396,2025-02-27,North America,Canada,Online,Air Force 1,Lifestyle,Women,9,Black,1,130,10,117.0,0.0,0.0,0.0,4.0,Yes,UPI,2,Feb,1,2025-02,True
NK397,2025-07-01,Middle East & Africa,South Africa,Online,Pegasus 41,Running,Unisex,6,Blue,1,130,5,123.5,123.5,74.08,49.42,5.0,No,Debit Card,7,Jul,3,2025-07,False
NK398,2025-08-14,Asia-Pacific,India,Retail Store,Dunk Low,Lifestyle,Women,6,Blue,3,135,0,135.0,405.0,228.32,176.68,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK399,2025-06-23,North America,Canada,Retail Store,Pegasus 41,Running,Men,10,Green,3,140,0,140.0,420.0,291.11,128.89,3.5,No,Credit Card,6,Jun,2,2025-06,False
NK400,2025-02-20,Europe,France,Retail Store,Dunk Low,Lifestyle,Unisex,13,Grey,1,145,0,145.0,145.0,103.79,41.21,5.0,No,Debit Card,2,Feb,1,2025-02,False
NK401,2025-08-30,Europe,Italy,Online,KD 18,Basketball,Women,12,Blue,2,180,15,153.0,0.0,0.0,0.0,5.0,Yes,Credit Card,8,Aug,3,2025-08,True
NK402,2025-02-06,North America,USA,Retail Store,Invincible 3,Running,Women,8,Blue,1,180,5,171.0,171.0,106.11,64.89,4.5,No,PayPal,2,Feb,1,2025-02,False
NK403,2025-02-11,North America,USA,Online,Giannis Immortality 4,Basketball,Unisex,10,Red,2,90,5,85.5,171.0,89.16,81.84,5.0,No,Credit Card,2,Feb,1,2025-02,False
NK404,2025-09-22,North America,USA,Retail Store,Structure 25,Running,Men,8,Grey,1,160,0,160.0,0.0,0.0,0.0,5.0,Yes,Debit Card,9,Sep,3,2025-09,True
NK405,2025-10-19,Latin America,Argentina,Online,Air Force 1,Lifestyle,Women,13,Black,1,140,10,126.0,126.0,85.48,40.52,5.0,No,Debit Card,10,Oct,4,2025-10,False
NK406,2025-06-05,Middle East & Africa,UAE,Online,Giannis Immortality 4,Basketball,Women,10,Black,1,90,10,81.0,0.0,0.0,0.0,4.0,Yes,Debit Card,6,Jun,2,2025-06,True
NK407,2025-02-24,Asia-Pacific,South Korea,Online,Air Max 90,Lifestyle,Men,9,Green,1,130,0,130.0,130.0,79.03,50.97,4.5,No,UPI,2,Feb,1,2025-02,False
NK408,2025-02-11,Latin America,Chile,Retail Store,Invincible 3,Running,Men,6,Green,1,180,20,144.0,144.0,79.53,64.47,4.5,No,UPI,2,Feb,1,2025-02,False
NK409,2025-07-16,Latin America,Argentina,Retail Store,Invincible 3,Running,Women,13,Blue,1,170,20,136.0,0.0,0.0,0.0,4.5,Yes,UPI,7,Jul,3,2025-07,True
NK410,2025-07-28,North America,USA,Online,Air Max 270,Lifestyle,Women,12,Blue,2,160,5,152.0,304.0,168.44,135.56,5.0,No,UPI,7,Jul,3,2025-07,False
NK411,2025-11-11,Europe,Italy,Retail Store,Air Force 1,Lifestyle,Unisex,6,Red,1,130,5,123.5,123.5,70.66,52.84,4.0,No,UPI,11,Nov,4,2025-11,False
NK412,2025-07-20,Europe,France,Wholesale,Giannis Immortality 4,Basketball,Men,8,Blue,1,90,5,85.5,85.5,52.29,33.21,4.0,No,PayPal,7,Jul,3,2025-07,False
NK413,2025-08-05,Europe,UK,Retail Store,Air Max 270,Lifestyle,Men,9,Blue,1,160,5,152.0,152.0,104.02,47.98,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK414,2025-10-24,Europe,France,Retail Store,Giannis Immortality 4,Basketball,Men,11,White,2,110,10,99.0,198.0,119.0,79.0,3.5,No,UPI,10,Oct,4,2025-10,False
NK415,2025-01-03,North America,Canada,Retail Store,Free Metcon 6,Training,Men,5,Grey,1,150,15,127.5,127.5,74.2,53.3,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK416,2025-07-30,Asia-Pacific,Singapore,Online,Invincible 3,Running,Unisex,7,Red,2,180,5,171.0,342.0,192.71,149.29,4.5,No,Credit Card,7,Jul,3,2025-07,False
NK417,2025-06-04,Europe,UK,Online,Vomero 18,Running,Men,5,Black,2,150,15,127.5,255.0,175.69,79.31,5.0,No,UPI,6,Jun,2,2025-06,False
NK418,2025-08-04,Europe,Spain,Retail Store,Air Max 270,Lifestyle,Unisex,13,Black,1,160,10,144.0,144.0,99.71,44.29,4.5,No,UPI,8,Aug,3,2025-08,False
NK419,2025-01-05,Europe,Germany,Retail Store,Structure 25,Running,Unisex,12,White,1,160,10,144.0,144.0,88.54,55.46,4.5,No,Debit Card,1,Jan,1,2025-01,False
NK420,2025-08-14,North America,Canada,Online,Structure 25,Running,Women,11,Black,1,150,5,142.5,142.5,88.47,54.03,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK421,2025-12-15,North America,USA,Retail Store,Invincible 3,Running,Men,6,Grey,2,180,20,144.0,288.0,175.03,112.97,3.5,No,UPI,12,Dec,4,2025-12,False
NK422,2025-03-28,Latin America,Brazil,Online,Pegasus 41,Running,Women,6,Blue,1,140,5,133.0,133.0,95.73,37.27,4.5,No,UPI,3,Mar,1,2025-03,False
NK423,2025-05-08,Middle East & Africa,South Africa,Online,LeBron 22,Basketball,Men,10,Grey,2,210,15,178.5,357.0,208.18,148.82,5.0,No,UPI,5,May,2,2025-05,False
NK424,2025-06-28,Europe,Italy,Online,Cortez,Lifestyle,Women,8,Red,1,100,15,85.0,85.0,55.06,29.94,3.5,No,UPI,6,Jun,2,2025-06,False
NK425,2025-12-04,North America,Mexico,Retail Store,LeBron 22,Basketball,Men,11,Black,1,220,25,165.0,165.0,112.92,52.08,5.0,No,Debit Card,12,Dec,4,2025-12,False
NK426,2025-09-15,North America,Canada,Online,Air Force 1,Lifestyle,Unisex,6,Blue,1,140,15,119.0,119.0,63.19,55.81,4.5,No,PayPal,9,Sep,3,2025-09,False
NK427,2025-12-12,Middle East & Africa,Saudi Arabia,Online,Cortez,Lifestyle,Men,9,Green,2,100,10,90.0,180.0,120.58,59.42,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK428,2025-06-04,North America,Canada,Retail Store,Pegasus 41,Running,Women,10,Green,1,150,10,135.0,135.0,72.28,62.72,5.0,No,Debit Card,6,Jun,2,2025-06,False
NK429,2025-09-05,Asia-Pacific,South Korea,Retail Store,Air Max 90,Lifestyle,Women,6,Black,2,140,5,133.0,266.0,139.65,126.35,4.5,No,UPI,9,Sep,3,2025-09,False
NK430,2025-08-20,Asia-Pacific,Singapore,Online,KD 18,Basketball,Men,10,Green,1,160,0,160.0,160.0,85.02,74.98,5.0,No,Debit Card,8,Aug,3,2025-08,False
NK431,2025-11-24,Asia-Pacific,Singapore,Retail Store,Metcon 10,Training,Men,8,Black,1,150,10,135.0,135.0,92.84,42.16,4.0,No,Credit Card,11,Nov,4,2025-11,False
NK432,2025-01-06,Asia-Pacific,Singapore,Online,Metcon 10,Training,Women,6,White,1,150,10,135.0,135.0,79.07,55.93,3.5,No,UPI,1,Jan,1,2025-01,False
NK433,2025-04-15,Middle East & Africa,South Africa,Retail Store,Invincible 3,Running,Women,12,Green,3,170,5,161.5,484.5,255.18,229.32,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK434,2025-02-28,North America,USA,Online,Sabrina 3,Basketball,Unisex,13,White,1,130,25,97.5,97.5,54.76,42.74,4.5,No,UPI,2,Feb,1,2025-02,False
NK435,2025-06-27,Middle East & Africa,South Africa,Retail Store,Air Force 1,Lifestyle,Women,11,Black,1,130,25,97.5,97.5,56.45,41.05,5.0,No,Credit Card,6,Jun,2,2025-06,False
NK436,2025-11-29,North America,USA,Online,Cortez,Lifestyle,Men,10,Blue,2,100,10,90.0,180.0,100.45,79.55,4.0,No,Credit Card,11,Nov,4,2025-11,False
NK437,2025-06-30,Europe,Italy,Online,Free Metcon 6,Training,Unisex,9,White,2,130,0,130.0,260.0,145.45,114.55,4.5,No,UPI,6,Jun,2,2025-06,False
NK438,2025-03-26,North America,USA,Wholesale,Vomero 18,Running,Women,13,Green,1,160,10,144.0,144.0,76.0,68.0,4.5,No,Credit Card,3,Mar,1,2025-03,False
NK439,2025-08-31,Europe,UK,Retail Store,KD 18,Basketball,Unisex,8,Blue,1,160,15,136.0,136.0,92.44,43.56,4.5,No,Credit Card,8,Aug,3,2025-08,False
